"Time","C2H141"
00:00:00 01/04/2003,      10.309
00:00:00 01/05/2003,       9.510
00:00:00 01/06/2003,       9.258
00:00:00 01/07/2003,       9.595
00:00:00 01/08/2003,       9.557
00:00:00 01/09/2003,       9.525
00:00:00 01/10/2003,""
00:00:00 01/11/2003,       8.941
00:00:00 01/12/2003,      10.018
00:00:00 01/01/2004,       6.388
00:00:00 01/02/2004,      10.004
00:00:00 01/03/2004,      15.597
00:00:00 01/04/2004,      11.902
00:00:00 01/05/2004,       7.983
00:00:00 01/06/2004,""
00:00:00 01/07/2004,""
00:00:00 01/08/2004,""
00:00:00 01/09/2004,""
00:00:00 01/10/2004,""
00:00:00 01/11/2004,""
00:00:00 01/12/2004,""
00:00:00 01/01/2005,""
00:00:00 01/02/2005,""
00:00:00 01/03/2005,""
00:00:00 01/04/2005,""
00:00:00 01/05/2005,""
00:00:00 01/06/2005,""
00:00:00 01/07/2005,""
00:00:00 01/08/2005,""
00:00:00 01/09/2005,""
00:00:00 01/10/2005,""
00:00:00 01/11/2005,""
00:00:00 01/12/2005,""
00:00:00 01/01/2006,""
00:00:00 01/02/2006,""
00:00:00 01/03/2006,""
00:00:00 01/04/2006,""
00:00:00 01/05/2006,""
00:00:00 01/06/2006,""
00:00:00 01/07/2006,""
00:00:00 01/08/2006,""
00:00:00 01/09/2006,""
00:00:00 01/10/2006,""
00:00:00 01/11/2006,""
00:00:00 01/12/2006,""
00:00:00 01/01/2007,""
00:00:00 01/02/2007,""
00:00:00 01/03/2007,""
00:00:00 01/04/2007,""
00:00:00 01/05/2007,""
00:00:00 01/06/2007,""
00:00:00 01/07/2007,""
00:00:00 01/08/2007,""
00:00:00 01/09/2007,""
00:00:00 01/10/2007,""
00:00:00 01/11/2007,""
00:00:00 01/12/2007,""
00:00:00 01/01/2008,""
00:00:00 01/02/2008,""
00:00:00 01/03/2008,""
00:00:00 01/04/2008,""
00:00:00 01/05/2008,""
00:00:00 01/06/2008,""
00:00:00 01/07/2008,""
00:00:00 01/08/2008,""
00:00:00 01/09/2008,""
00:00:00 01/10/2008,""
00:00:00 01/11/2008,""
00:00:00 01/12/2008,""
00:00:00 01/01/2009,""
00:00:00 01/02/2009,""
00:00:00 01/03/2009,""
00:00:00 01/04/2009,""
00:00:00 01/05/2009,""
00:00:00 01/06/2009,""
00:00:00 01/07/2009,""
00:00:00 01/08/2009,""
00:00:00 01/09/2009,""
00:00:00 01/10/2009,""
00:00:00 01/11/2009,""
00:00:00 01/12/2009,""
00:00:00 01/01/2010,""
00:00:00 01/02/2010,""
00:00:00 01/03/2010,""
00:00:00 01/04/2010,""
00:00:00 01/05/2010,""
00:00:00 01/06/2010,""
00:00:00 01/07/2010,""
00:00:00 01/08/2010,""
00:00:00 01/09/2010,""
00:00:00 01/10/2010,""
00:00:00 01/11/2010,""
00:00:00 01/12/2010,""
00:00:00 01/01/2011,""
00:00:00 01/02/2011,""
00:00:00 01/03/2011,""
00:00:00 01/04/2011,""
00:00:00 01/05/2011,""
00:00:00 01/06/2011,""
00:00:00 01/07/2011,""
00:00:00 01/08/2011,""
00:00:00 01/09/2011,""
00:00:00 01/10/2011,""
00:00:00 01/11/2011,""
